"PRENOM","SEXE","ANNEE_NAISSANCE","OCCURRENCE"
"LOUISE","FILLE","2012","70.0"
"MANON","FILLE","2012","60.0"
"CHLOÉ","FILLE","2012","48.0"
"JEANNE","FILLE","2012","48.0"
"ALICE","FILLE","2012","47.0"
"CAMILLE","FILLE","2012","45.0"
"EMMA","FILLE","2012","45.0"
"LÉA","FILLE","2012","45.0"
"ROMANE","FILLE","2012","44.0"
"INÈS","FILLE","2012","43.0"
"JULIETTE","FILLE","2012","43.0"
"JADE","FILLE","2012","42.0"
"LÉONIE","FILLE","2012","35.0"
"LOLA","FILLE","2012","34.0"
"ZOÉ","FILLE","2012","34.0"
"LILOU","FILLE","2012","32.0"
"SARAH","FILLE","2012","28.0"
"ANAÏS","FILLE","2012","26.0"
"ANNA","FILLE","2012","26.0"
"LÉNA","FILLE","2012","26.0"
"MARGOT","FILLE","2012","26.0"
"PAULINE","FILLE","2012","26.0"
"LINA","FILLE","2012","25.0"
"ADÈLE","FILLE","2012","24.0"
"CHARLOTTE","FILLE","2012","24.0"
"LOUNA","FILLE","2012","24.0"
"CLÉMENCE","FILLE","2012","23.0"
"ELISA","FILLE","2012","23.0"
"LUCIE","FILLE","2012","23.0"
"ROSE","FILLE","2012","23.0"
"AMBRE","FILLE","2012","22.0"
"NINA","FILLE","2012","22.0"
"LISE","FILLE","2012","21.0"
"AGATHE","FILLE","2012","20.0"
"ENORA","FILLE","2012","20.0"
"MAËLYS","FILLE","2012","20.0"
"MILA","FILLE","2012","19.0"
"SALOMÉ","FILLE","2012","18.0"
"CAPUCINE","FILLE","2012","17.0"
"CLARA","FILLE","2012","17.0"
"EVA","FILLE","2012","17.0"
"NINON","FILLE","2012","17.0"
"FAUSTINE","FILLE","2012","16.0"
"LILY","FILLE","2012","16.0"
"LISA","FILLE","2012","16.0"
"NORAH","FILLE","2012","16.0"
"LOU","FILLE","2012","15.0"
"MARGAUX","FILLE","2012","15.0"
"MATHILDE","FILLE","2012","15.0"
"SOLINE","FILLE","2012","15.0"
"APOLLINE","FILLE","2012","14.0"
"JOSÉPHINE","FILLE","2012","14.0"
"JULIA","FILLE","2012","14.0"
"THAÏS","FILLE","2012","14.0"
"ZÉLIE","FILLE","2012","14.0"
"INAYA","FILLE","2012","13.0"
"MARIE","FILLE","2012","13.0"
"ALICIA","FILLE","2012","12.0"
"ELISE","FILLE","2012","12.0"
"GABRIELLE","FILLE","2012","12.0"
"HÉLOÏSE","FILLE","2012","12.0"
"LEÏLA","FILLE","2012","12.0"
"LOUISON","FILLE","2012","12.0"
"MARION","FILLE","2012","12.0"
"NOÉMIE","FILLE","2012","12.0"
"OLIVIA","FILLE","2012","12.0"
"ANAËLLE","FILLE","2012","11.0"
"AXELLE","FILLE","2012","11.0"
"LAURA","FILLE","2012","11.0"
"LÉANA","FILLE","2012","11.0"
"LILWENN","FILLE","2012","11.0"
"LOUISA","FILLE","2012","11.0"
"VALENTINE","FILLE","2012","11.0"
"ALIX","FILLE","2012","10.0"
"BÉRÉNICE","FILLE","2012","10.0"
"ELOÏSE","FILLE","2012","10.0"
"ELSA","FILLE","2012","10.0"
"ENOLA","FILLE","2012","10.0"
"LANA","FILLE","2012","10.0"
"LISON","FILLE","2012","10.0"
"MÉLISSA","FILLE","2012","10.0"
"AMANDINE","FILLE","2012","9.0"
"ANAÉ","FILLE","2012","9.0"
"ASSIA","FILLE","2012","9.0"
"CLÉMENTINE","FILLE","2012","9.0"
"DIANE","FILLE","2012","9.0"
"LIA","FILLE","2012","9.0"
"LOUANE","FILLE","2012","9.0"
"LYA","FILLE","2012","9.0"
"MAYA","FILLE","2012","9.0"
"VIOLETTE","FILLE","2012","9.0"
"AYA","FILLE","2012","8.0"
"DAPHNÉ","FILLE","2012","8.0"
"FLAVIE","FILLE","2012","8.0"
"JULIE","FILLE","2012","8.0"
"JUSTINE","FILLE","2012","8.0"
"LILA","FILLE","2012","8.0"
"LUCILE","FILLE","2012","8.0"
"LYLOU","FILLE","2012","8.0"
"MAËLLE","FILLE","2012","8.0"
"MARILOU","FILLE","2012","8.0"
"SELMA","FILLE","2012","8.0"
"SOFIA","FILLE","2012","8.0"
"VICTOIRE","FILLE","2012","8.0"
"YASMINE","FILLE","2012","8.0"
"ALEXIA","FILLE","2012","7.0"
"ALIYA","FILLE","2012","7.0"
"ANOUK","FILLE","2012","7.0"
"CANDICE","FILLE","2012","7.0"
"CLOÉ","FILLE","2012","7.0"
"ÉLÉA","FILLE","2012","7.0"
"EMILIE","FILLE","2012","7.0"
"IZIA","FILLE","2012","7.0"
"LÉANE","FILLE","2012","7.0"
"LILI","FILLE","2012","7.0"
"MALOU","FILLE","2012","7.0"
"MARIA","FILLE","2012","7.0"
"MÉLINE","FILLE","2012","7.0"
"ROXANE","FILLE","2012","7.0"
"SARA","FILLE","2012","7.0"
"SHAYNA","FILLE","2012","7.0"
"SUZIE","FILLE","2012","7.0"
"VICTORIA","FILLE","2012","7.0"
"WENDY","FILLE","2012","7.0"
"ALYA","FILLE","2012","6.0"
"ALYSSA","FILLE","2012","6.0"
"AMEL","FILLE","2012","6.0"
"ANGÈLE","FILLE","2012","6.0"
"AURORE","FILLE","2012","6.0"
"BERTILLE","FILLE","2012","6.0"
"CÉLESTE","FILLE","2012","6.0"
"CONSTANCE","FILLE","2012","6.0"
"EDEN","FILLE","2012","6.0"
"ÉLISE","FILLE","2012","6.0"
"EMMY","FILLE","2012","6.0"
"ÉNORA","FILLE","2012","6.0"
"ESTHER","FILLE","2012","6.0"
"FLEUR","FILLE","2012","6.0"
"FLORA","FILLE","2012","6.0"
"JULINE","FILLE","2012","6.0"
"LILIA","FILLE","2012","6.0"
"MADELEINE","FILLE","2012","6.0"
"OCÉANE","FILLE","2012","6.0"
"LÉO","GARCON","2012","64.0"
"HUGO","GARCON","2012","61.0"
"LOUIS","GARCON","2012","60.0"
"LUCAS","GARCON","2012","58.0"
"JULES","GARCON","2012","57.0"
"CLÉMENT","GARCON","2012","54.0"
"ARTHUR","GARCON","2012","53.0"
"ENZO","GARCON","2012","51.0"
"SACHA","GARCON","2012","49.0"
"TIMÉO","GARCON","2012","49.0"
"GABRIEL","GARCON","2012","42.0"
"PAUL","GARCON","2012","41.0"
"ETHAN","GARCON","2012","40.0"
"RAPHAËL","GARCON","2012","40.0"
"TOM","GARCON","2012","40.0"
"BAPTISTE","GARCON","2012","37.0"
"VICTOR","GARCON","2012","37.0"
"MALO","GARCON","2012","36.0"
"YANIS","GARCON","2012","36.0"
"GABIN","GARCON","2012","35.0"
"NOLAN","GARCON","2012","34.0"
"THÉO","GARCON","2012","34.0"
"AXEL","GARCON","2012","33.0"
"MAËL","GARCON","2012","33.0"
"MARTIN","GARCON","2012","33.0"
"MATHÉO","GARCON","2012","33.0"
"NOÉ","GARCON","2012","32.0"
"ADAM","GARCON","2012","31.0"
"ROBIN","GARCON","2012","31.0"
"NOAH","GARCON","2012","30.0"
"MARIUS","GARCON","2012","28.0"
"MAXIME","GARCON","2012","28.0"
"NATHAN","GARCON","2012","28.0"
"EVAN","GARCON","2012","27.0"
"MATHIS","GARCON","2012","26.0"
"MAXENCE","GARCON","2012","26.0"
"SIMON","GARCON","2012","26.0"
"ANTOINE","GARCON","2012","25.0"
"ALEXIS","GARCON","2012","24.0"
"EWEN","GARCON","2012","24.0"
"NINO","GARCON","2012","24.0"
"PIERRE","GARCON","2012","24.0"
"THOMAS","GARCON","2012","24.0"
"ALEXANDRE","GARCON","2012","23.0"
"OSCAR","GARCON","2012","23.0"
"ELIOTT","GARCON","2012","22.0"
"GASPARD","GARCON","2012","20.0"
"LIAM","GARCON","2012","18.0"
"NOA","GARCON","2012","18.0"
"QUENTIN","GARCON","2012","18.0"
"ANATOLE","GARCON","2012","17.0"
"AUGUSTIN","GARCON","2012","17.0"
"CAMILLE","GARCON","2012","17.0"
"MATHYS","GARCON","2012","17.0"
"SASHA","GARCON","2012","17.0"
"TIAGO","GARCON","2012","16.0"
"NOAM","GARCON","2012","15.0"
"TITOUAN","GARCON","2012","15.0"
"RUBEN","GARCON","2012","14.0"
"SAMUEL","GARCON","2012","14.0"
"TIMOTHÉE","GARCON","2012","14.0"
"TRISTAN","GARCON","2012","14.0"
"ADRIEN","GARCON","2012","13.0"
"CHARLY","GARCON","2012","13.0"
"ESTEBAN","GARCON","2012","13.0"
"JOSHUA","GARCON","2012","13.0"
"LOUKA","GARCON","2012","13.0"
"LUCIEN","GARCON","2012","13.0"
"MARIN","GARCON","2012","13.0"
"SOAN","GARCON","2012","13.0"
"LENNY","GARCON","2012","12.0"
"OWEN","GARCON","2012","12.0"
"RAYAN","GARCON","2012","12.0"
"VALENTIN","GARCON","2012","12.0"
"AARON","GARCON","2012","11.0"
"AMAURY","GARCON","2012","11.0"
"ARMAND","GARCON","2012","11.0"
"LÉON","GARCON","2012","11.0"
"NAËL","GARCON","2012","11.0"
"PACÔME","GARCON","2012","11.0"
"ANIS","GARCON","2012","10.0"
"CÔME","GARCON","2012","10.0"
"DIEGO","GARCON","2012","10.0"
"ELIAS","GARCON","2012","10.0"
"LORIS","GARCON","2012","10.0"
"MATTÉO","GARCON","2012","10.0"
"MOHAMED","GARCON","2012","10.0"
"PABLO","GARCON","2012","10.0"
"ROMAIN","GARCON","2012","10.0"
"AMINE","GARCON","2012","9.0"
"BASILE","GARCON","2012","9.0"
"BENJAMIN","GARCON","2012","9.0"
"CORENTIN","GARCON","2012","9.0"
"EDEN","GARCON","2012","9.0"
"JEAN","GARCON","2012","9.0"
"KENZO","GARCON","2012","9.0"
"NOLANN","GARCON","2012","9.0"
"ABEL","GARCON","2012","8.0"
"ACHILLE","GARCON","2012","8.0"
"ANTONIN","GARCON","2012","8.0"
"CHARLIE","GARCON","2012","8.0"
"ISAAC","GARCON","2012","8.0"
"KAÏS","GARCON","2012","8.0"
"LILIAN","GARCON","2012","8.0"
"LORENZO","GARCON","2012","8.0"
"MILO","GARCON","2012","8.0"
"SOHAN","GARCON","2012","8.0"
"SWANN","GARCON","2012","8.0"
"TIMOTHÉ","GARCON","2012","8.0"
"WASSIM","GARCON","2012","8.0"
"ALBAN","GARCON","2012","7.0"
"ARMEL","GARCON","2012","7.0"
"EDOUARD","GARCON","2012","7.0"
"ELIOT","GARCON","2012","7.0"
"ELOUAN","GARCON","2012","7.0"
"JOSEPH","GARCON","2012","7.0"
"JULIAN","GARCON","2012","7.0"
"LÉOPOLD","GARCON","2012","7.0"
"LINO","GARCON","2012","7.0"
"LYAM","GARCON","2012","7.0"
"MARCEAU","GARCON","2012","7.0"
"MEHDI","GARCON","2012","7.0"
"MORGAN","GARCON","2012","7.0"
"NATHANAËL","GARCON","2012","7.0"
"RAFAEL","GARCON","2012","7.0"
"THIBAULT","GARCON","2012","7.0"
"WILLIAM","GARCON","2012","7.0"
"YACINE","GARCON","2012","7.0"
"ALEX","GARCON","2012","6.0"
"ANAS","GARCON","2012","6.0"
"ARSÈNE","GARCON","2012","6.0"
"AYOUB","GARCON","2012","6.0"
"BASTIEN","GARCON","2012","6.0"
"CHARLES","GARCON","2012","6.0"
"DAVID","GARCON","2012","6.0"
"EMILE","GARCON","2012","6.0"
"EWENN","GARCON","2012","6.0"
"GUILLAUME","GARCON","2012","6.0"
"HAMZA","GARCON","2012","6.0"
"HIPPOLYTE","GARCON","2012","6.0"
"ILAN","GARCON","2012","6.0"
"ILYÈS","GARCON","2012","6.0"
"LÉANDRE","GARCON","2012","6.0"
"LUBIN","GARCON","2012","6.0"
"MAMADOU","GARCON","2012","6.0"
"MAYRON","GARCON","2012","6.0"
"MILAN","GARCON","2012","6.0"
"NAÏM","GARCON","2012","6.0"
"NICOLAS","GARCON","2012","6.0"
"NOLHAN","GARCON","2012","6.0"
"RAYANE","GARCON","2012","6.0"
"EMMA","FILLE","2011","65.0"
"LOUISE","FILLE","2011","61.0"
"MANON","FILLE","2011","60.0"
"CHLOÉ","FILLE","2011","53.0"
"INÈS","FILLE","2011","48.0"
"LOLA","FILLE","2011","43.0"
"JEANNE","FILLE","2011","42.0"
"CAMILLE","FILLE","2011","40.0"
"JADE","FILLE","2011","40.0"
"ROSE","FILLE","2011","40.0"
"ZOÉ","FILLE","2011","40.0"
"JULIETTE","FILLE","2011","39.0"
"LÉA","FILLE","2011","39.0"
"ALICE","FILLE","2011","37.0"
"ROMANE","FILLE","2011","36.0"
"SARAH","FILLE","2011","32.0"
"ADÈLE","FILLE","2011","30.0"
"LILOU","FILLE","2011","29.0"
"MARGAUX","FILLE","2011","29.0"
"LOUNA","FILLE","2011","27.0"
"LÉONIE","FILLE","2011","26.0"
"MARIE","FILLE","2011","25.0"
"ANAÏS","FILLE","2011","23.0"
"CLÉMENCE","FILLE","2011","23.0"
"LÉNA","FILLE","2011","23.0"
"LUCIE","FILLE","2011","23.0"
"NINA","FILLE","2011","23.0"
"THAÏS","FILLE","2011","23.0"
"CLARA","FILLE","2011","22.0"
"LINA","FILLE","2011","22.0"
"MARGOT","FILLE","2011","22.0"
"LILY","FILLE","2011","21.0"
"LOU","FILLE","2011","21.0"
"EVA","FILLE","2011","20.0"
"AMBRE","FILLE","2011","18.0"
"ANNA","FILLE","2011","18.0"
"CHARLOTTE","FILLE","2011","18.0"
"ENORA","FILLE","2011","18.0"
"MAËLYS","FILLE","2011","18.0"
"MATHILDE","FILLE","2011","18.0"
"SALOMÉ","FILLE","2011","18.0"
"NOÉMIE","FILLE","2011","17.0"
"CAPUCINE","FILLE","2011","16.0"
"CÉLIA","FILLE","2011","16.0"
"GABRIELLE","FILLE","2011","15.0"
"ALICIA","FILLE","2011","14.0"
"FAUSTINE","FILLE","2011","14.0"
"LISA","FILLE","2011","14.0"
"MAÏWENN","FILLE","2011","14.0"
"PAULINE","FILLE","2011","14.0"
"AXELLE","FILLE","2011","13.0"
"COLINE","FILLE","2011","13.0"
"ELSA","FILLE","2011","13.0"
"ZÉLIE","FILLE","2011","13.0"
"APOLLINE","FILLE","2011","12.0"
"INAYA","FILLE","2011","12.0"
"LISON","FILLE","2011","12.0"
"LOUANE","FILLE","2011","12.0"
"MARION","FILLE","2011","12.0"
"AYA","FILLE","2011","11.0"
"CLÉMENTINE","FILLE","2011","11.0"
"MAYA","FILLE","2011","11.0"
"OLIVIA","FILLE","2011","11.0"
"VICTORIA","FILLE","2011","11.0"
"YASMINE","FILLE","2011","11.0"
"ALIX","FILLE","2011","10.0"
"ANOUK","FILLE","2011","10.0"
"CONSTANCE","FILLE","2011","10.0"
"GARANCE","FILLE","2011","10.0"
"HÉLOÏSE","FILLE","2011","10.0"
"JULIA","FILLE","2011","10.0"
"JUSTINE","FILLE","2011","10.0"
"LISE","FILLE","2011","10.0"
"LOANE","FILLE","2011","10.0"
"LOUISA","FILLE","2011","10.0"
"LYA","FILLE","2011","10.0"
"MAËLLE","FILLE","2011","10.0"
"MAÏA","FILLE","2011","10.0"
"MÉLINA","FILLE","2011","10.0"
"OCÉANE","FILLE","2011","10.0"
"AGATHE","FILLE","2011","9.0"
"ANAÉ","FILLE","2011","9.0"
"ELISA","FILLE","2011","9.0"
"JULIE","FILLE","2011","9.0"
"LANA","FILLE","2011","9.0"
"LAURA","FILLE","2011","9.0"
"LUCILE","FILLE","2011","9.0"
"MAËVA","FILLE","2011","9.0"
"ALBANE","FILLE","2011","8.0"
"CANDICE","FILLE","2011","8.0"
"CASSANDRA","FILLE","2011","8.0"
"ELISE","FILLE","2011","8.0"
"ELLA","FILLE","2011","8.0"
"JOSÉPHINE","FILLE","2011","8.0"
"LÉANE","FILLE","2011","8.0"
"LEÏLA","FILLE","2011","8.0"
"LILA","FILLE","2011","8.0"
"LYNA","FILLE","2011","8.0"
"MILA","FILLE","2011","8.0"
"NORA","FILLE","2011","8.0"
"VALENTINE","FILLE","2011","8.0"
"VIOLETTE","FILLE","2011","8.0"
"CARMEN","FILLE","2011","7.0"
"ELOÏSE","FILLE","2011","7.0"
"EMILIE","FILLE","2011","7.0"
"ENOLA","FILLE","2011","7.0"
"IRIS","FILLE","2011","7.0"
"IZIA","FILLE","2011","7.0"
"LOUISON","FILLE","2011","7.0"
"LUDIVINE","FILLE","2011","7.0"
"MÉLISSA","FILLE","2011","7.0"
"NINON","FILLE","2011","7.0"
"SELMA","FILLE","2011","7.0"
"YOUNA","FILLE","2011","7.0"
"AMANDINE","FILLE","2011","6.0"
"ANAËLLE","FILLE","2011","6.0"
"ASMA","FILLE","2011","6.0"
"CÉLESTE","FILLE","2011","6.0"
"ELÉNA","FILLE","2011","6.0"
"ELÉONORE","FILLE","2011","6.0"
"ELINA","FILLE","2011","6.0"
"EMY","FILLE","2011","6.0"
"LÉANA","FILLE","2011","6.0"
"LEYLA","FILLE","2011","6.0"
"LUNA","FILLE","2011","6.0"
"LYLOU","FILLE","2011","6.0"
"MADELEINE","FILLE","2011","6.0"
"MAËLIE","FILLE","2011","6.0"
"MÉLINE","FILLE","2011","6.0"
"MONA","FILLE","2011","6.0"
"NORAH","FILLE","2011","6.0"
"ROMY","FILLE","2011","6.0"
"SHANA","FILLE","2011","6.0"
"SIDONIE","FILLE","2011","6.0"
"VICTOIRE","FILLE","2011","6.0"
"ARTHUR","GARCON","2011","62.0"
"LUCAS","GARCON","2011","55.0"
"LOUIS","GARCON","2011","51.0"
"GABRIEL","GARCON","2011","49.0"
"CLÉMENT","GARCON","2011","48.0"
"HUGO","GARCON","2011","48.0"
"NATHAN","GARCON","2011","46.0"
"TIMÉO","GARCON","2011","45.0"
"RAPHAËL","GARCON","2011","43.0"
"LÉO","GARCON","2011","42.0"
"ENZO","GARCON","2011","40.0"
"JULES","GARCON","2011","40.0"
"MATHIS","GARCON","2011","40.0"
"PAUL","GARCON","2011","39.0"
"SACHA","GARCON","2011","39.0"
"ETHAN","GARCON","2011","38.0"
"NOAH","GARCON","2011","38.0"
"NOLAN","GARCON","2011","38.0"
"MAXIME","GARCON","2011","36.0"
"MALO","GARCON","2011","34.0"
"NOÉ","GARCON","2011","34.0"
"AXEL","GARCON","2011","33.0"
"SIMON","GARCON","2011","33.0"
"TOM","GARCON","2011","33.0"
"MARTIN","GARCON","2011","32.0"
"MAXENCE","GARCON","2011","32.0"
"YANIS","GARCON","2011","31.0"
"ALEXIS","GARCON","2011","30.0"
"GABIN","GARCON","2011","30.0"
"MARIUS","GARCON","2011","29.0"
"THÉO","GARCON","2011","29.0"
"ADAM","GARCON","2011","28.0"
"LIAM","GARCON","2011","28.0"
"NINO","GARCON","2011","27.0"
"GASPARD","GARCON","2011","26.0"
"MAËL","GARCON","2011","26.0"
"THOMAS","GARCON","2011","26.0"
"ANTOINE","GARCON","2011","25.0"
"VICTOR","GARCON","2011","24.0"
"ELIOTT","GARCON","2011","23.0"
"EVAN","GARCON","2011","23.0"
"ALEXANDRE","GARCON","2011","22.0"
"ROMAIN","GARCON","2011","22.0"
"TITOUAN","GARCON","2011","22.0"
"VALENTIN","GARCON","2011","22.0"
"AARON","GARCON","2011","20.0"
"BAPTISTE","GARCON","2011","20.0"
"MATHÉO","GARCON","2011","20.0"
"OSCAR","GARCON","2011","20.0"
"QUENTIN","GARCON","2011","20.0"
"ROBIN","GARCON","2011","19.0"
"CAMILLE","GARCON","2011","17.0"
"EWEN","GARCON","2011","17.0"
"AUGUSTIN","GARCON","2011","16.0"
"MATHYS","GARCON","2011","16.0"
"NOA","GARCON","2011","16.0"
"PIERRE","GARCON","2011","16.0"
"RAYAN","GARCON","2011","16.0"
"ANTONIN","GARCON","2011","15.0"
"ELOUAN","GARCON","2011","15.0"
"ISAAC","GARCON","2011","15.0"
"LUCIEN","GARCON","2011","15.0"
"MOHAMED","GARCON","2011","15.0"
"LÉON","GARCON","2011","14.0"
"LORENZO","GARCON","2011","14.0"
"BASTIEN","GARCON","2011","13.0"
"ESTEBAN","GARCON","2011","13.0"
"JEAN","GARCON","2011","13.0"
"OWEN","GARCON","2011","13.0"
"SAMUEL","GARCON","2011","13.0"
"ALBAN","GARCON","2011","12.0"
"ILAN","GARCON","2011","12.0"
"KENZO","GARCON","2011","12.0"
"LENNY","GARCON","2011","12.0"
"NOAM","GARCON","2011","12.0"
"KAÏS","GARCON","2011","11.0"
"AMAURY","GARCON","2011","10.0"
"CHARLY","GARCON","2011","10.0"
"DIEGO","GARCON","2011","10.0"
"EDEN","GARCON","2011","10.0"
"KYLIAN","GARCON","2011","10.0"
"MATTÉO","GARCON","2011","10.0"
"MILO","GARCON","2011","10.0"
"RAFAËL","GARCON","2011","10.0"
"ARMAND","GARCON","2011","9.0"
"CÔME","GARCON","2011","9.0"
"CORENTIN","GARCON","2011","9.0"
"DORIAN","GARCON","2011","9.0"
"LOUKA","GARCON","2011","9.0"
"MAÉ","GARCON","2011","9.0"
"NATHANAËL","GARCON","2011","9.0"
"TAO","GARCON","2011","9.0"
"TIMOTHÉE","GARCON","2011","9.0"
"AYOUB","GARCON","2011","8.0"
"BENJAMIN","GARCON","2011","8.0"
"CHARLES","GARCON","2011","8.0"
"CHARLIE","GARCON","2011","8.0"
"EDGAR","GARCON","2011","8.0"
"EDOUARD","GARCON","2011","8.0"
"KILLIAN","GARCON","2011","8.0"
"LOÏS","GARCON","2011","8.0"
"MATÉO","GARCON","2011","8.0"
"NAËL","GARCON","2011","8.0"
"RYAN","GARCON","2011","8.0"
"ABEL","GARCON","2011","7.0"
"ANATOLE","GARCON","2011","7.0"
"BASILE","GARCON","2011","7.0"
"DYLAN","GARCON","2011","7.0"
"ELLIOT","GARCON","2011","7.0"
"IBRAHIM","GARCON","2011","7.0"
"JULIAN","GARCON","2011","7.0"
"LÉONARD","GARCON","2011","7.0"
"LILIAN","GARCON","2011","7.0"
"MARCEAU","GARCON","2011","7.0"
"NOLHAN","GARCON","2011","7.0"
"PABLO","GARCON","2011","7.0"
"PACÔME","GARCON","2011","7.0"
"RUBEN","GARCON","2011","7.0"
"TIMOTHÉ","GARCON","2011","7.0"
"YANN","GARCON","2011","7.0"
"ADRIEN","GARCON","2011","6.0"
"ANDY","GARCON","2011","6.0"
"FÉLIX","GARCON","2011","6.0"
"ISMAËL","GARCON","2011","6.0"
"JOACHIM","GARCON","2011","6.0"
"JUSTIN","GARCON","2011","6.0"
"LENY","GARCON","2011","6.0"
"LENZO","GARCON","2011","6.0"
"LOGAN","GARCON","2011","6.0"
"LUKA","GARCON","2011","6.0"
"MACÉO","GARCON","2011","6.0"
"MAHÉ","GARCON","2011","6.0"
"MARIN","GARCON","2011","6.0"
"NICOLAS","GARCON","2011","6.0"
"ROMAN","GARCON","2011","6.0"
"SANDRO","GARCON","2011","6.0"
"TÉO","GARCON","2011","6.0"
"TONY","GARCON","2011","6.0"
"YASSINE","GARCON","2011","6.0"
"EMMA","FILLE","2010","65.0"
"MANON","FILLE","2010","63.0"
"LOUISE","FILLE","2010","57.0"
"CAMILLE","FILLE","2010","51.0"
"JADE","FILLE","2010","47.0"
"LOLA","FILLE","2010","47.0"
"LÉA","FILLE","2010","41.0"
"CHLOÉ","FILLE","2010","40.0"
"ZOÉ","FILLE","2010","38.0"
"ALICE","FILLE","2010","35.0"
"INÈS","FILLE","2010","34.0"
"ROMANE","FILLE","2010","34.0"
"LÉONIE","FILLE","2010","33.0"
"JULIETTE","FILLE","2010","32.0"
"LILOU","FILLE","2010","32.0"
"ANAÏS","FILLE","2010","31.0"
"MAËLYS","FILLE","2010","31.0"
"CHARLOTTE","FILLE","2010","30.0"
"SARAH","FILLE","2010","30.0"
"ANNA","FILLE","2010","29.0"
"ROSE","FILLE","2010","29.0"
"CLÉMENCE","FILLE","2010","28.0"
"LOU","FILLE","2010","28.0"
"EVA","FILLE","2010","27.0"
"JEANNE","FILLE","2010","27.0"
"LOUNA","FILLE","2010","26.0"
"LUCIE","FILLE","2010","25.0"
"NINA","FILLE","2010","25.0"
"ADÈLE","FILLE","2010","23.0"
"AMBRE","FILLE","2010","23.0"
"MARGAUX","FILLE","2010","23.0"
"SALOMÉ","FILLE","2010","23.0"
"CLARA","FILLE","2010","22.0"
"LÉNA","FILLE","2010","22.0"
"MARGOT","FILLE","2010","21.0"
